clusters	cut	ortho	annotation	Atid
TR101571|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR92047|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR8416|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR74204|c2_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR66595|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR91651|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR32914|c1_g4	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR19366|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR84932|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR98242|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR87910|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR59008|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR11503|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR58592|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR99284|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR21704|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR88836|c0_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR29187|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR101854|c4_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR67609|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR100762|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR720|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR41672|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR48455|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR52901|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR46918|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR13273|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR101854|c1_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR52813|c1_g3	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR33206|c1_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR64265|c3_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR74385|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR73006|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR47323|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR34744|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR94100|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR98586|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR38969|c0_g2	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR27888|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR69543|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR62557|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR33654|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR33669|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR40006|c2_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR75639|c3_g2	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR27519|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR24752|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR81991|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR79547|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR24183|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR25427|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR80416|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR72216|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR10237|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR29855|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR14933|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR77448|c1_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR1639|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR63976|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR88561|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR27830|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR67533|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR76423|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR4837|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR95124|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR6107|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR91549|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR96299|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR17313|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR83176|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR36612|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR55540|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR39439|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR3073|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR57997|c4_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR83789|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR77128|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR37532|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR99335|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR60085|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR83365|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR26836|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR63945|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR62051|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR61315|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR72241|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR56805|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR100173|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR13500|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR99557|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR22637|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR88187|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR71197|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR4256|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR29404|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR23890|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR42421|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR36447|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR75269|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR25244|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR46194|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR40950|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR86719|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR17808|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR91686|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR75627|c0_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR50603|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR13339|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR67740|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR18037|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR51860|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR25657|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR11298|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR89656|c2_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR67693|c14_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR100099|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR46915|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR47472|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR3682|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR29116|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR27004|c0_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR71492|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR51061|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR68693|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR1439|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR41856|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR24275|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR25820|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR6133|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR62198|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR86680|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR46870|c6_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR47738|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR77448|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR27045|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR77509|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR73548|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR35642|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR94636|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR38136|c1_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR101234|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR84163|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR96195|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR62959|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR76306|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR84684|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR55522|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR69011|c5_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR87273|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR48746|c0_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR73887|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR86640|c6_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR97757|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR100347|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR42287|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR52645|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR31182|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR98060|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR29308|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR90077|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR28921|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR60229|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR5554|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR16991|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR27105|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR27955|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR101051|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR83684|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR85580|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR76292|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR101840|c5_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR76306|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR75113|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR98850|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR66088|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR50306|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR85940|c0_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR88592|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR99171|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR72935|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR32857|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR14166|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR100054|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR77126|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR100928|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR43236|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR38395|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR100542|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR26202|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR55540|c2_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR52381|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR23589|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR75627|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR27982|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR96140|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR81660|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR51101|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR20741|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR80403|c3_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR60384|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR76292|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR21515|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR60229|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR71105|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR70360|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR97666|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR59829|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR83813|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR69568|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR76704|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR58035|c4_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR50904|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR96118|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR81741|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR34426|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR20595|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR69544|c9_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR62951|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR94743|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR51043|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR18681|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR24795|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR62079|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR23953|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR75341|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR5710|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR68368|c0_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR88485|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR52906|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR50674|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR64782|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR77609|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR33178|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR20558|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR33366|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR66340|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR97640|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR80403|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR32458|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR5861|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR75635|c1_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR39718|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR1825|c0_g1	1	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR52865|c0_g1	3	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR48705|c0_g1	4	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR9589|c0_g1	2	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR40092|c0_g1	6	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR101830|c5_g2	3	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR98983|c1_g1	2	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR27522|c0_g1	6	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR53570|c0_g1	2	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR30694|c3_g1	1	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR27769|c0_g2	3	23	hAT transposon superfamily	AT1G79740
TR83725|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR29579|c0_g1	1	23	hAT transposon superfamily	AT1G79740
TR46930|c0_g2	3	23	hAT transposon superfamily	AT1G79740
TR57877|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR101793|c5_g1	2	23	hAT transposon superfamily	AT1G79740
TR80383|c1_g1	5	23	hAT transposon superfamily	AT1G79740
TR33176|c3_g1	2	23	hAT transposon superfamily	AT1G79740
TR96065|c0_g1	5	23	hAT transposon superfamily	AT1G79740
TR38212|c2_g1	6	23	hAT transposon superfamily	AT1G79740
TR58000|c7_g1	5	23	hAT transposon superfamily	AT1G79740
TR87940|c0_g1	3	23	hAT transposon superfamily	AT1G79740
TR46930|c1_g1	3	23	hAT transposon superfamily	AT1G79740
TR96069|c0_g1	1	23	hAT transposon superfamily	AT1G79740
TR54648|c0_g1	3	23	hAT transposon superfamily	AT1G79740
TR81228|c0_g1	3	23	hAT transposon superfamily	AT1G79740
TR86284|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR76455|c0_g1	1	23	hAT transposon superfamily	AT1G79740
TR92392|c0_g1	1	23	hAT transposon superfamily	AT1G79740
TR43465|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR1181|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR6073|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR40929|c0_g1	4	23	hAT transposon superfamily	AT1G79740
TR68794|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR26418|c0_g2	3	23	hAT transposon superfamily	AT1G79740
TR75208|c0_g1	3	23	hAT transposon superfamily	AT1G79740
TR64001|c0_g2	6	23	hAT transposon superfamily	AT1G79740
TR61700|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR92273|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR63501|c0_g1	3	23	hAT transposon superfamily	AT1G79740
TR74167|c0_g1	1	23	hAT transposon superfamily	AT1G79740
TR66641|c0_g1	3	23	hAT transposon superfamily	AT1G79740
TR44003|c0_g1	5	23	hAT transposon superfamily	AT1G79740
TR2528|c0_g1	4	23	hAT transposon superfamily	AT1G79740
TR35595|c0_g1	2	24	beta glucosidase 29	AT2G44470
TR82933|c4_g2	2	24	beta glucosidase 29	AT2G44470
TR33771|c0_g1	6	24	beta glucosidase 29	AT2G44470
TR56160|c0_g1	4	24	beta glucosidase 29	AT2G44470
TR31341|c1_g1	6	26	0	AT1G24485
TR82925|c4_g2	4	27	SNF1-related protein kinase 1.3	AT5G39440
TR23339|c0_g1	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR75636|c0_g1	5	27	SNF1-related protein kinase 1.3	AT5G39440
TR44399|c0_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR98673|c0_g1	5	27	SNF1-related protein kinase 1.3	AT5G39440
TR25385|c1_g1	3	27	SNF1-related protein kinase 1.3	AT5G39440
TR87472|c2_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR87470|c0_g2	5	27	SNF1-related protein kinase 1.3	AT5G39440
TR82847|c1_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR34160|c0_g1	3	27	SNF1-related protein kinase 1.3	AT5G39440
TR35052|c0_g1	5	27	SNF1-related protein kinase 1.3	AT5G39440
TR72933|c0_g1	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR53822|c0_g1	4	27	SNF1-related protein kinase 1.3	AT5G39440
TR63291|c4_g1	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR87470|c0_g3	5	27	SNF1-related protein kinase 1.3	AT5G39440
TR6798|c0_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR80377|c5_g1	4	27	SNF1-related protein kinase 1.3	AT5G39440
TR53214|c2_g2	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR48112|c1_g1	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR45374|c1_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR62116|c0_g2	4	27	SNF1-related protein kinase 1.3	AT5G39440
TR87470|c0_g1	5	27	SNF1-related protein kinase 1.3	AT5G39440
TR66084|c0_g1	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR82925|c4_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR33583|c0_g1	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR46195|c2_g3	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR26762|c0_g1	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR75607|c2_g9	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR82901|c1_g1	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR39958|c1_g2	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR78822|c0_g1	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR78822|c2_g1	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR75607|c2_g1	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR83243|c0_g1	3	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR53718|c0_g1	6	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR72310|c0_g1	4	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR6126|c0_g1	1	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR75607|c2_g8	2	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR75607|c2_g6	6	28	"terpene synthase-like sequence-1,8-cineole"	AT3G25830
TR24760|c0_g1	2	30	K+ uptake permease 10	AT1G31120
TR100816|c0_g1	3	30	K+ uptake permease 10	AT1G31120
TR77483|c0_g1	4	30	K+ uptake permease 10	AT1G31120
TR43564|c0_g1	3	30	K+ uptake permease 10	AT1G31120
TR82203|c1_g2	3	30	K+ uptake permease 10	AT1G31120
TR28206|c0_g1	1	30	K+ uptake permease 10	AT1G31120
TR58782|c0_g2	4	30	K+ uptake permease 10	AT1G31120
TR87729|c0_g1	6	33	Protein kinase family protein	AT5G38250
TR65439|c2_g1	2	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR92723|c0_g2	6	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR80376|c0_g1	6	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR96825|c0_g3	2	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR53961|c5_g3	2	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR13080|c0_g1	6	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR56781|c0_g1	3	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR17884|c0_g1	3	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR31745|c0_g2	3	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR89601|c0_g1	3	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR53271|c0_g1	2	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR97473|c0_g1	6	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR43645|c1_g1	3	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR64043|c0_g1	3	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR4559|c0_g1	6	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR67710|c0_g1	5	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR35884|c0_g1	1	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR100634|c0_g1	5	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR87882|c4_g2	6	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR70930|c0_g1	1	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR39488|c0_g1	2	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR22487|c0_g1	2	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR74481|c0_g3	6	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
TR63004|c0_g1	4	34	cysteine-rich RLK (RECEPTOR-like protein kinase) 8	AT4G23160
