transcript	cluster	ortho	annota	Atid
TR17864|c3_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR14926|c1_g3	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR36242|c3_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR55378|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR16853|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR40369|c6_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR24768|c4_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR9667|c7_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR55149|c3_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR39840|c5_g4	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR18287|c3_g3	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR448|c7_g3	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR52613|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR35031|c2_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR50292|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR59377|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR54043|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR35007|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR58714|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR58648|c3_g4	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR51729|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR37900|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR13485|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR24621|c8_g3	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR19697|c3_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR11265|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR24547|c16_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR34204|c0_g3	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR17505|c5_g3	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR58675|c17_g4	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR47683|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR34351|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR52197|c1_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR9638|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR17749|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR34195|c2_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR58469|c3_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR15835|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR47228|c2_g3	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR2096|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR33200|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR53441|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR33229|c12_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR40679|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR35328|c1_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR21537|c9_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR42705|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR45390|c1_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR37154|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR13038|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR42994|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR48960|c6_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR28608|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR11449|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR37085|c4_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR17347|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR52305|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR13456|c4_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR3493|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR16811|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR58418|c9_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR1592|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR58495|c10_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR43871|c6_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR26925|c1_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR21585|c10_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR51976|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR2298|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR37085|c6_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR2656|c0_g4	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR477|c2_g5	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR21293|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR18287|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR58951|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR29330|c8_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR19884|c1_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR15719|c6_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR1951|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR11918|c0_g2	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR14630|c4_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR26707|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR25161|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR58714|c5_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR22041|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR27221|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR56064|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR51976|c4_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR13728|c0_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR15672|c5_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR37945|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR15679|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR10595|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR50274|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR2682|c3_g3	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR61101|c5_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR46225|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR12456|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR55849|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR60842|c6_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR30458|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR31209|c2_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR40306|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR7385|c5_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR45505|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR21855|c1_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR39556|c1_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR55183|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR13075|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR14900|c7_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR36958|c2_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR26836|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR54251|c2_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR55378|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR44668|c3_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR8639|c3_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR33269|c3_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR35562|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR26959|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR35406|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR58581|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR23975|c11_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR16331|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR42894|c1_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR32091|c2_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR52378|c2_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR27785|c8_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR15815|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR19312|c5_g2	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR20083|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR32271|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR43833|c7_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR17248|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR46533|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR2216|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR33284|c2_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR60945|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR462|c6_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR58790|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR42994|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR31204|c2_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR24147|c5_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR10755|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR8550|c8_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR14661|c3_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR29914|c1_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR33783|c2_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR17942|c4_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR60842|c5_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR37040|c4_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR10507|c1_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR15672|c10_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR18287|c2_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR448|c8_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR43499|c2_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR9293|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR1896|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR4792|c5_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR48935|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR61104|c11_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR9684|c3_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR58101|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR14260|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR33065|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR20608|c2_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR10017|c3_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR24575|c8_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR13485|c10_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR5382|c3_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR39190|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR15686|c2_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR57574|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR51745|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR55537|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR7491|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR4439|c16_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR4952|c18_g3	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR52635|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR57035|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR42464|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR37393|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR29355|c0_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR58672|c3_g4	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR39131|c1_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR29278|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR17011|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR15735|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR25885|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR24636|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR60234|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR60964|c2_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR7806|c7_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR50274|c6_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR40369|c7_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR477|c2_g6	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR48956|c0_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR54095|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR8353|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR47854|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR39501|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR60031|c5_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR15298|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR32816|c2_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR59562|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR22143|c3_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR18472|c3_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR42137|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR6461|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR32507|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR9239|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR30860|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR12261|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR26777|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR46339|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR4312|c3_g4	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR9408|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR61101|c5_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR59393|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR60927|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR45094|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR2519|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR36402|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR39395|c6_g6	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR16039|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR10695|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR48996|c3_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR477|c2_g4	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR40123|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR23935|c4_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR49573|c6_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR55788|c2_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR50020|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR29159|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR31400|c7_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR8287|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR43136|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR57064|c0_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR52252|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR34094|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR24714|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR53870|c0_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR37000|c1_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR19089|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR5580|c5_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR58703|c2_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR32413|c2_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR24636|c1_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR39485|c2_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR8320|c5_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR3307|c1_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR49224|c0_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR57769|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR18526|c3_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR2656|c0_g5	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR54002|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR8573|c7_g4	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR8494|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR24810|c4_g4	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR22145|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR37807|c10_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR35984|c0_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR58532|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR4183|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR58672|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR8936|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR13443|c7_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR13443|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR58564|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR59723|c2_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR53096|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR50274|c7_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR19238|c3_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR43009|c7_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR18287|c2_g7	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR35046|c5_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR29330|c6_g2	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR50046|c4_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR51946|c3_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR14593|c2_g1	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR7831|c1_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR37040|c6_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR7385|c5_g3	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR52376|c0_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR37154|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR8539|c3_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR35007|c6_g5	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR34923|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR15518|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR33766|c15_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR13728|c0_g3	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR54970|c0_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR45926|c1_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR59761|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR11400|c0_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR34093|c1_g2	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR50296|c7_g4	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR43949|c0_g1	5	20	GAG/POL/ENV polyprotein	AT1G42190
TR462|c7_g1	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR58444|c5_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR32816|c2_g2	3	20	GAG/POL/ENV polyprotein	AT1G42190
TR50258|c1_g2	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR49971|c2_g2	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR2362|c0_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR40368|c7_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR506|c2_g1	6	20	GAG/POL/ENV polyprotein	AT1G42190
TR29962|c0_g1	1	20	GAG/POL/ENV polyprotein	AT1G42190
TR53241|c1_g1	2	20	GAG/POL/ENV polyprotein	AT1G42190
TR32031|c7_g2	4	20	GAG/POL/ENV polyprotein	AT1G42190
TR6831|c0_g2	4	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR29327|c9_g1	5	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR8489|c4_g3	5	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR25285|c0_g2	4	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR23151|c5_g1	6	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR5579|c8_g1	6	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR14642|c0_g2	4	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR50524|c0_g2	5	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR26988|c5_g2	6	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR544|c1_g1	6	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR35078|c5_g3	6	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR37015|c8_g1	2	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR33263|c3_g1	4	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR11601|c4_g1	5	21	RNA-directed DNA polymerase (reverse transcriptase)	ATMG01250
TR37036|c2_g1	6	23	hAT transposon superfamily	AT1G79740
TR39826|c1_g1	6	23	hAT transposon superfamily	AT1G79740
TR34866|c1_g2	2	23	hAT transposon superfamily	AT1G79740
TR51948|c1_g2	6	23	hAT transposon superfamily	AT1G79740
TR60969|c6_g1	6	23	hAT transposon superfamily	AT1G79740
TR60969|c8_g1	6	23	hAT transposon superfamily	AT1G79740
TR18111|c1_g1	1	23	hAT transposon superfamily	AT1G79740
TR1070|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR60060|c0_g1	5	23	hAT transposon superfamily	AT1G79740
TR51277|c0_g1	3	23	hAT transposon superfamily	AT1G79740
TR26783|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR47164|c0_g1	2	23	hAT transposon superfamily	AT1G79740
TR45329|c0_g1	4	23	hAT transposon superfamily	AT1G79740
TR16938|c15_g1	1	23	hAT transposon superfamily	AT1G79740
TR21481|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR10975|c1_g1	6	23	hAT transposon superfamily	AT1G79740
TR42786|c0_g1	4	23	hAT transposon superfamily	AT1G79740
TR55897|c16_g1	1	23	hAT transposon superfamily	AT1G79740
TR2400|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR11026|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR47164|c0_g2	4	23	hAT transposon superfamily	AT1G79740
TR58607|c2_g1	6	23	hAT transposon superfamily	AT1G79740
TR16938|c11_g2	4	23	hAT transposon superfamily	AT1G79740
TR14689|c0_g1	6	23	hAT transposon superfamily	AT1G79740
TR6932|c6_g1	2	24	beta glucosidase 29	AT2G44470
TR49542|c4_g3	1	24	beta glucosidase 29	AT2G44470
TR14858|c2_g1	4	24	beta glucosidase 29	AT2G44470
TR14886|c9_g5	4	24	beta glucosidase 29	AT2G44470
TR37062|c5_g1	2	24	beta glucosidase 29	AT2G44470
TR14858|c0_g1	4	24	beta glucosidase 29	AT2G44470
TR34069|c2_g1	4	24	beta glucosidase 29	AT2G44470
TR49555|c7_g2	4	24	beta glucosidase 29	AT2G44470
TR35481|c3_g1	5	24	beta glucosidase 29	AT2G44470
TR16944|c4_g1	2	24	beta glucosidase 29	AT2G44470
TR49542|c4_g2	4	24	beta glucosidase 29	AT2G44470
TR54723|c2_g1	4	24	beta glucosidase 29	AT2G44470
TR50003|c0_g1	6	26	0	AT1G24485
TR35079|c2_g1	1	26	0	AT1G24485
TR10705|c0_g1	4	26	0	AT1G24485
TR38988|c1_g1	5	26	0	AT1G24485
TR52340|c2_g2	6	26	0	AT1G24485
TR14592|c7_g1	3	27	SNF1-related protein kinase 1.3	AT5G39440
TR7848|c0_g3	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR12632|c0_g3	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR50058|c0_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR14592|c8_g1	5	27	SNF1-related protein kinase 1.3	AT5G39440
TR36958|c8_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR37794|c0_g1	2	27	SNF1-related protein kinase 1.3	AT5G39440
TR15869|c11_g3	1	27	SNF1-related protein kinase 1.3	AT5G39440
TR32757|c0_g1	6	27	SNF1-related protein kinase 1.3	AT5G39440
TR15869|c11_g2	5	27	SNF1-related protein kinase 1.3	AT5G39440
